date,tmax,tmin,precip,cloud,wind,hum,gust
2024-12-04,38.7,26.9,0.0,61,9.8,63,21.9
2024-12-05,40.2,32.3,0.126,64,17.2,68,40.7
2024-12-06,32.0,28.3,0.0,63,11.7,56,28.9
2024-12-07,40.5,27.4,0.0,48,8.9,58,22.8
2024-12-08,52.1,34.6,0.004,64,12.6,55,29.1
2024-12-09,50.4,34.2,0.272,78,7.7,85,18.3
2024-12-10,51.1,43.3,0.118,100,7.7,96,16.8
2024-12-11,60.5,42.6,1.465,100,14.8,94,32.4
2024-12-12,41.2,28.6,0.004,23,16.3,55,40.7
2024-12-13,32.3,25.3,0.0,3,7.6,52,18.8
2024-12-14,33.3,22.3,0.0,7,5.0,54,15.0
2024-12-15,37.4,23.9,0.004,95,5.3,66,14.5
2024-12-16,48.3,34.1,0.516,100,7.7,95,15.4
2024-12-17,58.2,45.1,0.102,68,10.1,84,21.9
2024-12-18,49.9,34.4,0.118,38,6.1,80,14.3
2024-12-19,44.0,33.6,0.087,70,9.6,71,20.4
2024-12-20,36.5,30.1,0.071,100,8.8,80,19.9
2024-12-21,32.6,20.2,0.154,71,13.9,74,32.9
2024-12-22,19.6,11.2,0.0,8,9.1,60,21.5
2024-12-23,24.2,6.2,0.0,33,5.6,60,11.0
2024-12-24,35.4,25.4,0.075,77,6.5,80,13.9
2024-12-25,32.0,22.1,0.0,57,6.5,80,15.7
2024-12-26,31.6,17.8,0.0,14,5.4,71,11.9
2024-12-27,36.6,15.6,0.0,61,3.2,78,8.7
2024-12-28,45.5,35.0,0.209,100,4.6,96,10.5
2024-12-29,59.8,40.2,0.098,99,13.8,93,30.0
2024-12-30,55.4,46.0,0.173,46,15.3,77,37.4
2024-12-31,49.5,34.9,0.173,43,8.2,77,18.1
2025-01-01,51.7,38.8,0.189,49,14.4,81,35.3
2025-01-02,41.6,32.9,0.0,31,16.0,55,38.7
2025-01-03,37.9,28.9,0.0,37,11.1,58,26.4
2025-01-04,31.8,27.7,0.0,51,15.7,50,37.1
2025-01-05,32.5,25.7,0.0,54,12.0,52,29.5
2025-01-06,29.3,23.7,0.063,100,11.3,75,25.3
2025-01-07,26.9,16.6,0.0,77,19.4,62,44.5
2025-01-08,27.7,20.1,0.0,52,16.6,48,38.7
2025-01-09,28.9,20.2,0.0,57,19.3,52,43.6
2025-01-10,37.9,25.4,0.0,59,14.6,54,32.9
2025-01-11,32.6,27.0,0.075,80,10.8,72,24.6
2025-01-12,40.3,29.1,0.0,34,9.8,65,22.4
2025-01-13,43.4,28.6,0.0,36,11.1,65,25.5
2025-01-14,32.5,25.4,0.0,33,13.8,49,32.7
2025-01-15,29.8,22.0,0.0,35,15.7,49,36.7
2025-01-16,30.7,22.2,0.016,77,6.7,57,18.6
2025-01-17,40.6,24.1,0.0,24,6.7,65,16.1
2025-01-18,43.6,30.6,0.087,85,9.0,81,20.4
2025-01-19,36.6,27.8,0.331,67,11.8,89,25.5
2025-01-20,27.1,14.1,0.008,43,10.6,66,24.8
2025-01-21,17.2,4.1,0.012,65,6.4,62,13.6
2025-01-22,17.2,2.7,0.0,28,6.9,54,14.5
2025-01-23,25.4,9.2,0.0,46,5.3,54,12.1
2025-01-24,30.4,15.9,0.0,11,6.8,62,16.6
2025-01-25,28.1,9.4,0.0,30,7.5,66,18.1
2025-01-26,39.3,22.7,0.0,87,10.7,64,24.4
2025-01-27,35.5,23.5,0.0,30,11.3,58,24.8
2025-01-28,39.4,26.5,0.0,67,14.5,54,33.6
2025-01-29,48.1,31.9,0.0,39,13.8,53,33.6
2025-01-30,33.6,20.8,0.0,38,9.8,51,24.4
2025-01-31,41.9,32.9,0.327,100,7.3,91,14.5
2025-02-01,41.6,21.5,0.067,61,11.7,69,29.8
2025-02-02,33.1,14.7,0.079,83,7.6,56,17.7
2025-02-03,42.4,26.6,0.008,87,8.3,85,17.7
2025-02-04,42.9,30.9,0.0,50,14.1,67,33.3
2025-02-05,35.0,25.9,0.0,93,9.2,51,22.1
2025-02-06,37.4,28.8,0.382,87,8.8,88,19.9
2025-02-07,40.5,27.7,0.0,53,16.3,64,38.3
2025-02-08,33.6,23.9,0.244,86,6.3,57,14.8
2025-02-09,34.3,28.9,0.248,85,7.8,86,17.2
2025-02-10,32.5,21.6,0.0,58,7.8,71,19.9
2025-02-11,31.3,14.8,0.043,93,3.5,75,8.1
2025-02-12,33.0,28.1,0.177,100,8.4,87,19.0
2025-02-13,42.4,33.3,0.244,87,11.9,89,26.6
2025-02-14,32.5,26.2,0.0,37,11.8,57,27.5
2025-02-15,34.7,24.9,0.26,100,7.7,67,19.9
2025-02-16,44.9,33.1,0.827,95,17.9,95,37.8
2025-02-17,34.5,26.2,0.0,59,17.7,50,40.9
2025-02-18,26.3,16.4,0.0,21,13.8,35,35.8
2025-02-19,29.8,15.4,0.0,61,10.4,46,28.0
2025-02-20,29.8,15.9,0.035,67,11.8,57,27.3
2025-02-21,31.1,20.8,0.0,33,13.0,55,31.3
2025-02-22,38.3,19.0,0.0,35,9.5,57,22.8
2025-02-23,46.0,29.1,0.0,68,7.1,56,17.4
2025-02-24,46.6,29.4,0.0,75,10.9,67,23.5
2025-02-25,54.3,38.4,0.0,77,8.4,67,19.9
2025-02-26,55.1,36.1,0.004,38,11.8,68,28.6
2025-02-27,53.3,39.4,0.079,100,9.4,80,21.7
2025-02-28,48.7,35.2,0.0,46,11.0,58,27.5
2025-03-01,59.9,29.6,0.0,48,16.9,52,39.1
2025-03-02,32.5,18.5,0.0,26,12.6,40,31.1
2025-03-03,38.1,22.1,0.0,26,7.5,44,20.1
2025-03-04,54.5,28.5,0.0,33,8.2,60,21.3
2025-03-05,54.2,42.1,1.504,84,18.0,81,39.1
2025-03-06,53.5,36.2,0.13,72,15.6,70,40.0
2025-03-07,45.9,30.6,0.0,37,19.1,46,45.4
2025-03-08,42.4,33.9,0.0,42,14.3,49,34.4
2025-03-09,50.3,28.1,0.0,24,14.3,53,37.1
2025-03-10,62.9,38.5,0.0,7,8.3,57,17.4
2025-03-11,60.9,37.2,0.0,8,7.7,66,20.1
2025-03-12,51.9,37.5,0.0,52,8.7,52,19.5
2025-03-13,51.0,35.4,0.0,42,8.1,72,19.9
2025-03-14,55.3,33.4,0.0,50,6.5,77,17.0
2025-03-15,48.9,39.2,0.02,100,7.5,92,18.1
2025-03-16,60.4,45.6,0.028,100,17.1,93,42.3
2025-03-17,58.7,38.1,1.047,87,14.8,80,32.9
2025-03-18,57.4,33.4,0.0,7,11.5,53,26.2
2025-03-19,58.5,37.0,0.0,37,6.2,66,16.3
2025-03-20,50.5,42.0,0.421,100,10.3,94,24.8
2025-03-21,48.6,36.5,0.319,29,16.0,56,38.3
2025-03-22,60.6,36.6,0.004,55,13.4,57,32.0
2025-03-23,46.5,27.6,0.0,45,11.3,51,28.0
2025-03-24,50.7,39.1,0.512,86,9.6,88,19.7
2025-03-25,57.4,40.7,0.0,69,15.3,57,35.8
2025-03-26,49.7,35.5,0.004,62,10.9,57,27.5
2025-03-27,49.5,31.3,0.0,0,9.7,52,25.5
2025-03-28,59.6,39.9,0.016,80,8.4,56,17.9
2025-03-29,78.4,43.2,0.189,64,14.0,70,31.8
2025-03-30,57.0,41.5,0.012,93,6.6,86,16.3
2025-03-31,74.8,46.2,1.413,95,12.2,86,30.9
2025-04-01,60.3,40.0,0.264,38,14.3,58,29.8
2025-04-02,47.3,32.2,0.0,81,9.8,60,26.6
2025-04-03,70.8,43.8,0.114,100,13.5,85,36.2
2025-04-04,69.7,54.5,0.272,100,10.1,63,24.8
2025-04-05,54.4,42.8,0.13,97,10.0,73,24.4
2025-04-06,59.1,42.8,0.173,100,7.9,76,20.1
2025-04-07,48.3,39.8,0.319,100,7.9,84,18.8
2025-04-08,43.4,35.2,0.0,47,17.2,58,40.3
2025-04-09,46.7,28.8,0.0,4,8.9,49,21.9
2025-04-10,48.9,35.3,0.028,79,10.5,68,26.6
2025-04-11,44.8,39.7,0.425,100,11.8,86,23.9
2025-04-12,42.2,35.1,0.673,100,14.9,88,31.1
2025-04-13,56.9,38.9,0.0,86,12.1,67,31.1
2025-04-14,61.1,41.8,0.0,78,7.1,64,17.0
2025-04-15,65.3,47.8,0.083,64,16.8,67,39.8
2025-04-16,49.7,41.7,0.0,73,16.0,55,38.9
2025-04-17,59.4,38.3,0.0,2,8.9,54,22.6
2025-04-18,64.0,39.6,0.0,44,11.2,64,25.7
2025-04-19,79.6,58.8,0.024,92,11.2,63,26.4
2025-04-20,70.8,50.6,0.0,89,12.1,53,31.1
2025-04-21,56.2,44.2,0.012,99,8.8,60,21.9
2025-04-22,78.4,51.1,0.004,50,10.2,64,25.1
2025-04-23,75.8,48.9,0.0,62,9.1,44,22.1
2025-04-24,79.8,52.5,0.0,36,9.9,39,25.7
2025-04-25,77.4,58.3,0.0,90,10.7,47,25.3
2025-04-26,70.5,56.3,0.563,94,13.9,84,31.3
2025-04-27,57.2,47.1,0.0,57,19.2,53,44.1
2025-04-28,72.4,47.9,0.0,10,8.2,42,21.0
2025-04-29,81.1,52.2,0.0,57,12.4,44,29.1
2025-04-30,72.9,61.5,0.0,71,11.2,41,28.6
2025-05-01,71.4,50.2,0.0,72,9.0,40,24.6
2025-05-02,86.1,57.3,0.083,81,9.4,62,26.4
2025-05-03,83.9,64.8,0.429,83,10.2,66,34.2
2025-05-04,69.6,59.8,0.469,99,8.9,87,22.8
2025-05-05,66.4,57.9,0.457,100,9.1,95,22.8
2025-05-06,65.7,57.3,0.772,85,9.6,91,24.2
2025-05-07,71.8,56.8,0.008,60,7.1,68,19.2
2025-05-08,73.9,55.9,0.055,63,7.6,77,17.4
2025-05-09,60.7,53.3,0.634,95,7.7,90,19.0
2025-05-10,68.6,50.3,0.0,50,14.3,63,34.2
2025-05-11,73.5,52.4,0.0,29,7.2,61,18.6
2025-05-12,68.7,51.5,0.0,57,6.8,62,18.8
2025-05-13,67.6,58.3,0.157,100,6.6,85,17.2
2025-05-14,67.4,58.0,1.031,99,12.9,91,30.0
2025-05-15,72.7,59.5,0.047,93,6.1,90,19.2
2025-05-16,73.4,59.6,0.02,100,8.9,92,25.7
2025-05-17,79.2,63.3,0.075,65,12.5,79,31.3
2025-05-18,72.8,58.7,0.012,28,15.3,61,40.3
2025-05-19,67.1,53.3,0.0,22,13.2,57,30.9
2025-05-20,64.1,47.3,0.0,37,9.0,58,24.2
2025-05-21,56.7,49.4,0.11,100,10.8,74,25.5
2025-05-22,54.5,48.0,0.913,100,12.7,87,29.8
2025-05-23,61.1,47.6,0.071,78,8.5,78,24.4
2025-05-24,62.2,47.5,0.016,46,11.1,68,28.6
2025-05-25,66.1,50.9,0.0,58,10.9,64,25.9
2025-05-26,70.5,50.5,0.0,17,7.0,62,18.6
2025-05-27,76.6,53.1,0.0,91,8.9,59,22.6
2025-05-28,66.6,54.0,0.413,100,7.5,66,20.1
2025-05-29,70.3,54.4,0.094,98,7.7,85,18.1
2025-05-30,73.7,61.1,0.142,93,7.0,85,18.3
2025-05-31,66.7,53.9,1.012,88,15.7,79,36.5
2025-06-01,65.3,49.6,0.0,56,13.1,59,30.9
2025-06-02,70.0,49.9,0.0,29,6.7,61,18.3
2025-06-03,79.3,52.3,0.0,3,6.7,56,15.4
2025-06-04,85.0,58.1,0.0,32,9.5,56,24.4
2025-06-05,94.1,67.9,0.0,73,10.0,55,25.7
2025-06-06,88.6,71.0,0.024,69,10.4,60,25.3
2025-06-07,80.0,68.1,0.264,92,10.4,77,22.6
2025-06-08,75.0,62.0,0.051,100,8.8,80,22.1
2025-06-09,69.4,59.4,0.228,100,7.4,88,17.7
2025-06-10,77.4,62.4,0.85,89,7.4,85,20.1
2025-06-11,82.4,62.2,0.0,8,11.4,61,28.0
2025-06-12,89.2,66.7,0.004,37,9.5,54,25.5
2025-06-13,85.3,67.0,0.0,99,7.0,43,20.6
2025-06-14,69.5,60.6,0.185,100,9.0,73,22.8
2025-06-15,66.8,58.8,0.217,100,6.6,82,16.1
2025-06-16,68.3,60.5,0.122,100,8.0,85,19.5
2025-06-17,70.5,62.6,0.516,100,6.5,91,16.6
2025-06-18,83.0,64.8,0.37,100,8.4,91,21.3
2025-06-19,88.1,71.3,0.358,50,10.8,82,28.4
2025-06-20,82.0,65.0,0.012,33,11.3,62,30.4
2025-06-21,89.7,67.6,0.0,37,9.3,58,20.1
2025-06-22,91.7,75.3,0.008,92,12.0,63,30.0
2025-06-23,102.5,78.7,0.0,53,5.9,61,18.3
2025-06-24,102.7,83.3,0.0,8,10.1,43,26.4
2025-06-25,99.1,82.3,0.016,33,8.5,47,21.9
2025-06-26,86.5,67.6,0.0,62,12.0,61,28.9
2025-06-27,72.8,63.9,0.055,75,8.4,62,21.7
2025-06-28,86.2,64.0,0.02,89,8.8,75,21.9
2025-06-29,88.6,73.8,0.0,59,7.6,65,18.6
2025-06-30,94.4,71.5,0.016,71,9.6,58,26.8
2025-07-01,90.1,75.1,0.437,97,11.0,79,27.1
2025-07-02,85.2,73.0,0.083,83,5.1,80,13.0
2025-07-03,87.5,70.7,0.039,19,11.3,66,26.4
2025-07-04,82.2,65.0,0.0,2,6.7,55,18.3
2025-07-05,90.0,65.8,0.0,40,9.2,52,23.3
2025-07-06,93.7,71.1,0.0,40,9.0,51,24.6
2025-07-07,88.9,75.6,0.181,60,10.6,75,27.1
2025-07-08,95.6,74.8,0.543,55,8.4,76,23.3
2025-07-09,88.5,73.4,0.043,40,5.4,74,15.0
2025-07-10,81.0,72.4,0.591,98,4.4,82,10.1
2025-07-11,84.3,71.2,0.031,43,7.5,82,20.4
2025-07-12,86.8,72.5,0.004,76,8.2,81,21.9
2025-07-13,84.8,72.3,0.004,82,8.4,76,20.6
2025-07-14,88.3,73.4,0.866,84,8.7,84,21.0
2025-07-15,84.7,73.0,0.114,50,5.7,85,13.9
2025-07-16,87.2,73.9,0.075,43,7.9,82,20.4
2025-07-17,91.4,74.8,0.307,67,11.1,76,31.1
2025-07-18,85.6,72.1,0.0,60,9.7,51,24.4
2025-07-19,83.9,70.5,0.0,52,8.4,58,23.3
2025-07-20,92.3,74.0,0.043,68,9.3,68,22.6
2025-07-21,88.3,70.3,0.0,16,11.0,51,27.7
2025-07-22,83.2,66.9,0.0,36,9.1,47,23.7
2025-07-23,84.2,68.4,0.0,54,8.5,58,21.5
2025-07-24,88.3,68.2,0.0,79,8.8,58,23.5
2025-07-25,97.1,76.3,0.165,37,13.0,66,29.8
2025-07-26,88.4,74.2,0.0,85,8.5,60,23.0
2025-07-27,87.4,72.2,0.217,81,8.9,76,21.7
2025-07-28,94.3,74.0,0.0,3,7.3,60,17.4
2025-07-29,101.2,76.9,0.0,33,6.5,52,19.7
2025-07-30,99.8,80.3,0.102,47,8.8,56,25.5
2025-07-31,87.7,67.4,0.386,75,9.5,74,22.8
2025-08-01,73.3,64.0,0.071,91,10.2,79,23.0
2025-08-02,77.7,62.4,0.0,48,6.1,67,15.9
2025-08-03,82.7,61.9,0.0,4,7.0,62,16.3
2025-08-04,92.0,63.3,0.0,18,8.7,55,20.8
2025-08-05,86.6,68.8,0.008,89,5.6,62,15.2
2025-08-06,83.6,69.8,0.031,100,7.6,64,19.7
2025-08-07,83.0,66.2,0.016,22,7.6,61,21.5
2025-08-08,83.1,63.2,0.0,4,7.7,54,21.5
2025-08-09,86.9,64.0,0.0,6,7.1,51,19.5
2025-08-10,92.6,66.0,0.0,22,9.6,45,24.6
2025-08-11,90.6,70.4,0.0,12,8.1,47,21.5
2025-08-12,92.9,71.0,0.0,13,9.6,60,25.7
2025-08-13,90.7,74.9,0.228,53,8.7,72,25.1
2025-08-14,87.7,72.9,0.087,61,4.7,78,12.5
2025-08-15,90.7,73.0,0.0,9,7.7,63,20.1
2025-08-16,87.4,73.3,0.13,46,7.1,72,19.5
2025-08-17,95.6,71.9,0.138,67,7.1,68,23.5
2025-08-18,75.4,65.2,0.0,71,9.9,66,24.4
2025-08-19,76.2,63.6,0.0,54,7.8,55,20.8
2025-08-20,72.3,60.2,0.142,88,10.5,75,23.0
2025-08-21,70.9,59.8,0.004,77,14.1,76,32.9
2025-08-22,80.3,59.0,0.0,0,8.2,58,17.7
2025-08-23,82.7,63.5,0.0,11,13.3,58,31.3
2025-08-24,79.5,64.0,0.008,40,11.3,72,28.4
2025-08-25,88.5,67.2,0.0,32,11.2,58,29.8
2025-08-26,80.9,63.8,0.0,23,9.3,42,24.2
2025-08-27,76.8,61.9,0.004,21,9.7,48,24.6
2025-08-28,80.6,59.9,0.0,73,9.0,46,23.7
2025-08-29,81.2,64.7,0.0,52,10.0,50,23.9
2025-08-30,78.0,57.6,0.0,18,8.5,42,22.1
2025-08-31,81.1,58.8,0.0,37,7.6,44,21.0
2025-09-01,78.8,61.6,0.0,47,10.2,54,26.4
2025-09-02,80.4,61.8,0.0,13,7.6,59,20.1
2025-09-03,80.6,60.4,0.0,9,9.1,64,24.8
2025-09-04,77.8,61.4,0.157,34,12.6,73,31.1
2025-09-05,83.0,65.4,0.161,37,11.0,73,27.5
2025-09-06,86.3,66.0,0.917,78,14.1,81,32.0
2025-09-07,69.2,62.1,0.843,91,5.5,84,12.8
2025-09-08,70.7,55.7,0.0,13,5.6,62,16.1
2025-09-09,71.1,55.8,0.0,22,8.9,69,23.0
2025-09-10,69.1,59.3,0.126,85,7.7,75,19.9
2025-09-11,79.6,59.6,0.0,12,7.4,56,19.9
2025-09-12,80.3,61.3,0.0,37,6.1,58,16.6
2025-09-13,80.6,62.0,0.004,33,8.5,71,21.7
2025-09-14,85.0,63.1,0.0,32,5.4,62,17.0
2025-09-15,82.3,64.4,0.0,71,8.0,63,22.6
2025-09-16,75.7,63.4,0.0,91,10.8,61,27.5
2025-09-17,70.7,62.7,0.157,91,9.3,74,23.0
2025-09-18,80.5,64.5,0.004,29,4.4,73,11.4
2025-09-19,82.0,64.9,0.0,1,7.2,63,17.7
2025-09-20,73.7,57.7,0.0,15,7.8,55,19.9
2025-09-21,72.1,57.5,0.0,70,5.4,67,15.7
2025-09-22,72.9,53.9,0.0,45,5.9,72,16.3
2025-09-23,84.5,62.2,0.362,68,9.0,74,22.6
2025-09-24,79.1,65.2,0.142,92,7.4,88,21.7
2025-09-25,74.9,67.6,2.055,98,10.6,93,24.2
2025-09-26,79.3,65.5,0.0,61,5.5,78,16.1
2025-09-27,75.7,62.3,0.016,86,4.0,76,10.1
2025-09-28,82.2,63.8,0.028,29,4.0,76,12.5
2025-09-29,75.0,62.8,0.0,93,6.5,70,14.1
2025-09-30,77.7,62.6,0.0,99,9.1,65,19.9
2025-10-01,68.5,53.5,0.0,11,8.8,49,22.4
2025-10-02,66.2,49.4,0.0,35,5.9,56,15.9
2025-10-03,72.1,48.9,0.0,33,5.5,64,16.6
2025-10-04,81.6,54.4,0.0,19,5.7,62,11.9
2025-10-05,85.3,59.0,0.0,2,6.4,62,15.7
2025-10-06,81.1,59.4,0.0,7,8.5,66,21.5
2025-10-07,81.0,62.9,0.0,53,11.8,68,29.5
2025-10-08,71.2,57.8,0.272,57,11.6,69,25.7
2025-10-09,58.6,47.8,0.0,0,9.3,54,23.9
2025-10-10,61.3,41.1,0.0,16,6.8,62,18.6
2025-10-11,66.0,50.8,0.047,80,8.3,78,18.3
2025-10-12,61.8,55.4,0.559,100,15.3,78,32.2
2025-10-13,58.3,53.9,1.283,100,17.3,88,40.7
2025-10-14,60.8,53.9,0.016,100,11.3,81,26.4
2025-10-15,67.6,52.8,0.0,64,8.3,74,21.3
2025-10-16,59.4,45.0,0.0,4,10.9,51,26.6
2025-10-17,62.6,45.1,0.0,15,9.3,52,20.4
2025-10-18,63.6,43.8,0.0,26,5.1,66,10.7
2025-10-19,69.4,49.8,0.0,35,12.6,81,30.0
2025-10-20,67.8,54.6,0.276,60,15.2,73,39.6
2025-10-21,66.5,46.9,0.016,21,7.8,64,20.1
2025-10-22,61.9,52.3,0.11,53,13.7,69,31.8
2025-10-23,58.7,47.3,0.0,18,11.3,62,27.1
2025-10-24,59.1,43.3,0.0,19,7.8,65,20.8
2025-10-25,57.9,43.1,0.0,44,6.1,66,16.1
2025-10-26,58.0,45.1,0.0,32,4.5,63,13.2
2025-10-27,55.2,38.8,0.0,0,7.3,60,16.3
2025-10-28,54.8,39.7,0.0,64,14.2,63,33.6
2025-10-29,57.5,45.0,0.0,86,10.8,65,24.4
2025-10-30,61.3,51.0,1.654,99,15.6,91,36.9
2025-10-31,58.9,50.3,0.008,42,17.7,67,46.1
2025-11-01,57.8,45.8,0.0,38,14.2,54,38.9
2025-11-02,58.6,39.6,0.0,44,5.7,71,13.9
2025-11-03,56.9,43.2,0.0,74,11.4,79,24.8
2025-11-04,58.4,46.6,0.0,7,13.9,49,35.1
2025-11-05,64.0,40.3,0.004,65,14.4,57,33.8
2025-11-06,56.4,40.9,0.035,41,15.0,54,36.7
2025-11-07,59.0,34.8,0.0,89,11.5,63,26.6
2025-11-08,64.7,52.6,0.244,66,9.1,74,19.9
2025-11-09,61.2,47.0,0.008,81,9.7,87,22.6
2025-11-10,56.5,36.0,0.52,70,10.9,84,25.5
2025-11-11,39.8,33.4,0.024,62,17.6,57,41.6
2025-11-12,48.1,36.0,0.004,83,10.0,61,23.3
2025-11-13,50.6,41.7,0.008,25,13.1,64,33.3
2025-11-14,49.8,37.5,0.0,35,10.6,64,27.5
2025-11-15,47.2,34.2,0.173,67,8.1,70,22.8
2025-11-16,54.9,40.1,0.004,34,16.0,61,39.6
2025-11-17,42.8,34.5,0.004,29,16.4,51,39.8
2025-11-18,45.8,33.8,0.0,45,9.9,58,22.8
2025-11-19,46.9,36.1,0.142,68,5.0,76,13.2
2025-11-20,45.9,32.2,0.0,62,4.0,71,8.9
2025-11-21,51.4,37.0,0.0,99,9.2,82,21.9
2025-11-22,51.4,39.7,0.224,65,8.9,80,20.1
2025-11-23,45.4,30.7,0.0,37,7.5,73,18.1
2025-11-24,52.2,39.5,0.0,29,8.7,62,22.1
2025-11-25,54.6,37.2,0.386,100,11.0,80,21.5
2025-11-26,59.4,50.9,0.189,78,11.9,92,24.8
2025-11-27,50.5,36.8,0.0,68,12.7,50,29.1
2025-11-28,42.1,32.5,0.0,14,16.5,50,41.2
2025-11-29,42.3,32.2,0.0,19,10.5,52,24.4
2025-11-30,40.7,32.1,0.11,100,8.4,80,17.0
2025-12-01,42.9,32.1,0.0,53,11.2,56,24.8
2025-12-02,37.3,29.8,0.673,100,10.5,84,22.6
2025-12-03,39.6,29.8,0.0,24,11.2,69,25.5
2025-12-04,41.6,25.5,0.004,34,14.4,65,33.8
2025-12-05,30.0,19.6,0.0,56,9.1,53,25.7
2025-12-06,40.1,29.1,0.012,73,6.5,72,13.2
2025-12-07,40.8,29.5,0.0,51,7.5,68,17.9
2025-12-08,35.4,23.8,0.0,87,12.0,47,28.6
2025-12-09,31.3,18.7,0.0,57,9.8,41,22.1
2025-12-10,43.1,31.0,0.118,98,11.4,77,23.9
2025-12-11,39.0,27.9,0.0,45,15.3,60,36.9
2025-12-12,34.5,23.0,0.0,3,10.5,50,25.7
2025-12-13,38.2,24.4,0.028,88,4.9,66,13.6
2025-12-14,32.8,18.2,0.433,76,12.1,82,25.3
2025-12-15,26.8,16.9,0.0,52,11.3,69,24.6
2025-12-16,28.0,17.3,0.0,56,7.4,74,14.8
2025-12-17,40.3,20.8,0.0,61,8.5,71,17.0
2025-12-18,43.5,25.0,0.0,47,7.3,85,16.6
2025-12-19,57.3,31.6,1.0,83,18.9,81,43.6
2025-12-20,36.6,28.4,0.0,49,11.8,59,28.6
2025-12-21,45.8,28.9,0.0,39,14.2,58,32.7
2025-12-22,37.4,27.1,0.0,34,9.1,56,20.4
2025-12-23,36.8,32.4,0.134,100,6.6,85,15.0
2025-12-24,45.1,30.4,0.0,39,16.2,70,36.9
2025-12-25,46.6,28.9,0.0,76,13.9,63,31.8
2025-12-26,27.1,20.9,0.268,81,7.5,56,18.1
2025-12-27,30.6,18.5,0.205,93,10.0,89,23.0
2025-12-28,33.6,11.4,0.035,83,5.8,88,12.3
2025-12-29,45.0,29.7,0.15,85,15.8,84,36.5
2025-12-30,31.6,26.7,0.0,83,17.9,47,40.9
2025-12-31,31.8,25.6,0.0,77,10.4,49,25.9
2026-01-01,33.1,19.4,0.067,47,15.5,55,36.0
2026-01-02,29.0,19.5,0.012,83,8.7,61,20.8
2026-01-03,30.6,20.0,0.0,71,7.1,49,16.6
2026-01-04,33.6,24.4,0.012,66,7.6,64,19.2
2026-01-05,33.6,23.1,0.035,75,7.6,70,16.1
2026-01-06,38.7,28.4,0.012,97,5.3,82,10.7
2026-01-07,48.1,33.7,0.008,73,11.3,84,29.5
2026-01-08,49.8,35.1,0.0,8,7.3,76,15.4
2026-01-09,51.1,32.1,0.118,69,10.8,85,26.2
2026-01-10,47.8,39.1,0.48,100,8.4,88,17.0
2026-01-11,46.8,34.3,0.012,71,12.4,71,29.5
2026-01-12,40.4,30.1,0.0,30,14.0,57,31.1
2026-01-13,45.0,30.9,0.0,56,10.0,64,21.5
2026-01-14,48.7,39.7,0.004,100,7.1,67,16.1
2026-01-15,43.8,24.4,0.004,49,12.2,62,29.1
2026-01-16,32.1,20.9,0.0,33,13.9,43,35.8
2026-01-17,35.3,24.4,0.177,74,6.8,76,16.6
2026-01-18,33.1,23.8,0.386,95,8.4,96,17.4
2026-01-19,29.5,20.4,0.0,52,10.1,78,22.4
2026-01-20,23.9,12.7,0.0,1,11.2,60,25.3
2026-01-21,33.9,5.7,0.0,48,9.3,63,21.0
2026-01-22,43.7,32.4,0.008,74,11.1,61,23.9
2026-01-23,36.0,18.6,0.0,66,15.7,40,35.6
2026-01-24,18.4,8.4,0.0,75,12.9,35,30.6
2026-01-25,22.7,10.0,1.24,100,15.4,68,42.7
2026-01-26,26.4,17.2,0.024,90,12.8,78,25.9
2026-01-27,18.8,9.0,0.004,32,13.1,66,27.3
2026-01-28,20.0,8.9,0.0,36,9.8,68,21.0
2026-01-29,18.1,5.6,0.0,8,9.2,68,18.6
2026-01-30,15.5,4.8,0.0,0,9.4,62,19.7
2026-01-31,19.8,3.8,0.0,47,11.4,70,23.3
2026-02-01,20.6,6.7,0.0,97,14.8,66,30.6
2026-02-02,30.7,12.4,0.0,7,11.2,62,22.8
2026-02-03,30.3,11.5,0.0,31,6.2,70,12.8
2026-02-04,30.3,14.7,0.0,50,9.1,68,19.5
2026-02-05,27.2,11.8,0.0,9,7.4,73,14.3
2026-02-06,27.7,11.5,0.008,84,5.5,75,10.7
2026-02-07,25.4,2.4,0.047,90,17.5,69,37.8
2026-02-08,13.7,0.3,0.0,2,14.0,60,28.9
2026-02-09,25.2,6.4,0.0,33,9.9,66,20.8
2026-02-10,31.4,15.8,0.0,99,8.8,73,17.7
2026-02-11,37.8,29.2,0.051,75,11.3,74,23.3
2026-02-12,33.4,24.1,0.0,86,10.9,71,27.3
2026-02-13,33.6,16.8,0.0,38,7.9,72,15.9
2026-02-14,38.5,19.7,0.0,34,6.5,77,13.0
2026-02-15,36.3,20.9,0.02,86,6.1,83,12.3
2026-02-16,35.7,28.0,0.067,69,8.1,80,17.0
2026-02-17,42.4,32.6,0.0,60,7.2,86,17.7
2026-02-18,38.1,32.2,0.11,97,5.4,95,10.5
2026-02-19,37.8,34.3,0.0,100,6.2,80,14.1
2026-02-20,38.3,34.1,0.311,100,8.6,92,18.8
2026-02-21,46.4,31.3,0.004,81,7.0,79,17.4
2026-02-22,36.5,30.9,0.531,96,14.1,91,30.2
2026-02-23,34.9,28.9,0.772,100,19.8,78,43.0
2026-02-24,29.4,10.9,0.0,40,12.6,69,28.9
2026-02-25,36.5,9.9,0.075,65,8.4,80,16.8
2026-02-26,39.8,25.5,0.047,64,8.4,73,16.1
